ship_filename,port_name,max_size,gimbal_type,category,mount_name,sub_port_count,weapon_sizes,default_weapons
aegs_avenger_titan_renegade_unmanned_ff,hardpoint_weapon_missilerack_left_wing,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_ir_fski_ignite
aegs_avenger_titan_renegade_unmanned_ff,hardpoint_weapon_missilerack_right_wing,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_ir_fski_ignite
aegs_avenger_warlock,hardpoint_weapon_class2_nose,4,Gimbal,pilot,entityclassdefinition.mount_gimbal_s4,1,4,apar_ballisticgatling_s4
aegs_avenger_warlock,hardpoint_weapon_gun_class1_left_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,amrs_lasercannon_s3
aegs_avenger_warlock,hardpoint_weapon_gun_class1_right_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,amrs_lasercannon_s3
aegs_avenger_warlock,hardpoint_weapon_emp,4,Fixed,pilot,aegs_emp_device_s4,1,4,
aegs_avenger_warlock,hardpoint_weapon_missilerack_left_wing,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_ir_fski_ignite
aegs_avenger_warlock,hardpoint_weapon_missilerack_right_wing,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_em_taln_dominator
aegs_eclipse,hardpoint_torpedorack,9,Fixed,torpedo,mrck_s09_aegs_eclipse,1,9,misl_s09_cs_taln_argos
aegs_eclipse_bis2950,hardpoint_torpedorack,9,Fixed,torpedo,mrck_s09_aegs_eclipse,1,9,misl_s09_cs_taln_argos
aegs_gladius,hardpoint_gun_nose,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,gats_ballisticgatling_s3
aegs_gladius,hardpoint_gun_left_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_gladius,hardpoint_gun_right_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_gladius,hardpoint_missilerack_left_wing_inner,3,Fixed,missile,mrck_s03_behr_single_s03,1,3,misl_s03_cs_fski_arrester
aegs_gladius,hardpoint_missilerack_right_wing_inner,3,Fixed,missile,mrck_s03_behr_single_s03,1,3,misl_s03_cs_fski_arrester
aegs_gladius,hardpoint_missilerack_left_wing_outer,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_ir_fski_ignite
aegs_gladius,hardpoint_missilerack_right_wing_outer,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_ir_fski_ignite
aegs_gladius_crocodile,hardpoint_gun_nose,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_gladius_crocodile,hardpoint_gun_left_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_gladius_crocodile,hardpoint_gun_right_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_gladius_crocodile,hardpoint_missilerack_left_wing_inner,3,Fixed,missile,mrck_s03_behr_single_s03,1,3,misl_s03_cs_fski_arrester
aegs_gladius_crocodile,hardpoint_missilerack_right_wing_inner,3,Fixed,missile,mrck_s03_behr_single_s03,1,3,misl_s03_cs_fski_arrester
aegs_gladius_crocodile,hardpoint_missilerack_left_wing_outer,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_ir_fski_ignite
aegs_gladius_crocodile,hardpoint_missilerack_right_wing_outer,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_ir_fski_ignite
aegs_gladius_dunlevy,hardpoint_gun_nose,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,gats_ballisticgatling_s3
aegs_gladius_dunlevy,hardpoint_gun_left_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_gladius_dunlevy,hardpoint_gun_right_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_gladius_dunlevy,hardpoint_missilerack_left_wing_inner,3,Fixed,missile,mrck_s03_behr_single_s03,1,3,misl_s03_cs_fski_arrester
aegs_gladius_dunlevy,hardpoint_missilerack_right_wing_inner,3,Fixed,missile,mrck_s03_behr_single_s03,1,3,misl_s03_cs_fski_arrester
aegs_gladius_dunlevy,hardpoint_missilerack_left_wing_outer,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_ir_fski_ignite
aegs_gladius_dunlevy,hardpoint_missilerack_right_wing_outer,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_ir_fski_ignite
aegs_gladius_pir,hardpoint_gun_nose,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,gats_ballisticgatling_s3
aegs_gladius_pir,hardpoint_gun_left_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_gladius_pir,hardpoint_gun_right_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_gladius_pir,hardpoint_missilerack_left_wing_inner,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_ir_fski_ignite
aegs_gladius_pir,hardpoint_missilerack_right_wing_inner,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_ir_fski_ignite
aegs_gladius_pir,hardpoint_missilerack_left_wing_outer,3,Fixed,missile,mrck_s03_behr_quad_s01,1,1,misl_s01_ir_behr_marksman
aegs_gladius_pir,hardpoint_missilerack_right_wing_outer,3,Fixed,missile,mrck_s03_behr_quad_s01,1,1,misl_s01_ir_behr_marksman
aegs_gladius_unmanned_fleetweek2024,hardpoint_gun_nose,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,gats_ballisticgatling_s3
aegs_gladius_unmanned_fleetweek2024,hardpoint_gun_left_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_gladius_unmanned_fleetweek2024,hardpoint_gun_right_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_gladius_unmanned_fleetweek2024,hardpoint_missilerack_left_wing_inner,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_ir_fski_ignite
aegs_gladius_unmanned_fleetweek2024,hardpoint_missilerack_right_wing_inner,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_ir_fski_ignite
aegs_gladius_unmanned_fleetweek2024,hardpoint_missilerack_left_wing_outer,3,Fixed,missile,mrck_s03_behr_quad_s01,1,1,misl_s01_ir_behr_marksman
aegs_gladius_unmanned_fleetweek2024,hardpoint_missilerack_right_wing_outer,3,Fixed,missile,mrck_s03_behr_quad_s01,1,1,misl_s01_ir_behr_marksman
aegs_gladius_unmanned_restoration,hardpoint_gun_nose,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,gats_ballisticgatling_s3
aegs_gladius_unmanned_restoration,hardpoint_gun_left_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_gladius_unmanned_restoration,hardpoint_gun_right_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_gladius_unmanned_restoration,hardpoint_missilerack_left_wing_inner,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_ir_fski_ignite
aegs_gladius_unmanned_restoration,hardpoint_missilerack_right_wing_inner,3,Fixed,missile,mrck_s03_behr_dual_s02,1,2,misl_s02_ir_fski_ignite
aegs_gladius_unmanned_restoration,hardpoint_missilerack_left_wing_outer,3,Fixed,missile,mrck_s03_behr_quad_s01,1,1,misl_s01_ir_behr_marksman
aegs_gladius_unmanned_restoration,hardpoint_missilerack_right_wing_outer,3,Fixed,missile,mrck_s03_behr_quad_s01,1,1,misl_s01_ir_behr_marksman
aegs_gladius_valiant,hardpoint_gun_nose,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,klwe_laserrepeater_s3
aegs_gladius_valiant,hardpoint_gun_left_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,amrs_lasercannon_s3
aegs_gladius_valiant,hardpoint_gun_right_wing,3,Gimbal,pilot,entityclassdefinition.mount_gimbal_s3,1,3,amrs_lasercannon_s3
aegs_gladius_valiant,hardpoint_missilerack_left_wing_inner,3,Fixed,missile,mrck_s03_behr_single_s03,1,3,misl_s03_ir_novp_viper
aegs_gladius_valiant,hardpoint_missilerack_right_wing_inner,3,Fixed,missile,mrck_s03_behr_single_s03,1,3,misl_s03_ir_novp_viper
aegs_gladius_valiant,hardpoint_missilerack_left_wing_outer,3,Fixed,missile,mrck_s03_behr_quad_s01,1,1,misl_s01_em_behr_pioneer
aegs_gladius_valiant,hardpoint_missilerack_right_wing_outer,3,Fixed,missile,mrck_s03_behr_quad_s01,1,1,misl_s01_em_behr_pioneer
aegs_hammerhead,Turret_Side_Front_Left,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_side_frontleft,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead,Turret_Side_Front_Right,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_side_frontright,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead,Turret_Side_Back_Left,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_side_backleft,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead,Turret_Side_Back_Right,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_side_backright,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead,Turret_Top,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_top,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead,Turret_Rear,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_rear,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead,hardpoint_missile_top_left_01,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_cs_fski_arrester
aegs_hammerhead,hardpoint_missile_top_left_02,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_cs_fski_arrester
aegs_hammerhead,hardpoint_missile_bottom_left_01,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_ir_novp_viper
aegs_hammerhead,hardpoint_missile_bottom_left_02,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_ir_novp_viper
aegs_hammerhead,hardpoint_missile_top_right_01,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_cs_fski_arrester
aegs_hammerhead,hardpoint_missile_top_right_02,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_cs_fski_arrester
aegs_hammerhead,hardpoint_missile_bottom_right_01,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_ir_novp_viper
aegs_hammerhead,hardpoint_missile_bottom_right_02,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_ir_novp_viper
aegs_hammerhead_showdown,Turret_Side_Front_Left,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_side_frontleft,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead_showdown,Turret_Side_Front_Right,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_side_frontright,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead_showdown,Turret_Side_Back_Left,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_side_backleft,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead_showdown,Turret_Side_Back_Right,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_side_backright,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead_showdown,Turret_Top,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_top,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead_showdown,Turret_Rear,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_rear,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead_showdown,hardpoint_missile_top_left_01,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_cs_fski_arrester
aegs_hammerhead_showdown,hardpoint_missile_top_left_02,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_cs_fski_arrester
aegs_hammerhead_showdown,hardpoint_missile_bottom_left_01,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_ir_novp_viper
aegs_hammerhead_showdown,hardpoint_missile_bottom_left_02,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_ir_novp_viper
aegs_hammerhead_showdown,hardpoint_missile_top_right_01,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_cs_fski_arrester
aegs_hammerhead_showdown,hardpoint_missile_top_right_02,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_cs_fski_arrester
aegs_hammerhead_showdown,hardpoint_missile_bottom_right_01,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_ir_novp_viper
aegs_hammerhead_showdown,hardpoint_missile_bottom_right_02,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_ir_novp_viper
aegs_hammerhead_unmanned_ninetails,Turret_Side_Front_Left,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_side_frontleft,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead_unmanned_ninetails,Turret_Side_Front_Right,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_side_frontright,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead_unmanned_ninetails,Turret_Side_Back_Left,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_side_backleft,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead_unmanned_ninetails,Turret_Side_Back_Right,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_side_backright,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead_unmanned_ninetails,Turret_Top,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_top,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead_unmanned_ninetails,Turret_Rear,5,Turret,manned_turret,aegs_hammerhead_scitem_turret_rear,4,"4,4,4,4","klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4,klwe_laserrepeater_s4"
aegs_hammerhead_unmanned_ninetails,hardpoint_missile_top_left_01,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_cs_fski_arrester
aegs_hammerhead_unmanned_ninetails,hardpoint_missile_top_left_02,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_cs_fski_arrester
aegs_hammerhead_unmanned_ninetails,hardpoint_missile_bottom_left_01,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_ir_novp_viper
aegs_hammerhead_unmanned_ninetails,hardpoint_missile_bottom_left_02,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_ir_novp_viper
aegs_hammerhead_unmanned_ninetails,hardpoint_missile_top_right_01,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_cs_fski_arrester
aegs_hammerhead_unmanned_ninetails,hardpoint_missile_top_right_02,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_cs_fski_arrester
aegs_hammerhead_unmanned_ninetails,hardpoint_missile_bottom_right_01,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_ir_novp_viper
aegs_hammerhead_unmanned_ninetails,hardpoint_missile_bottom_right_02,5,Fixed,missile,mrck_s05_behr_quad_s03,1,3,misl_s03_ir_novp_viper
aegs_idris_m,hardpoint_front_turret,7,Turret,manned_turret,aegs_idris_scitem_turret_large,2,"7,7","behr_lasercannon_s7,behr_lasercannon_s7"
aegs_idris_m,hardpoint_left_turret,5,Turret,manned_turret,aegs_idris_scitem_turret_upper_front_left,2,"5,5","klwe_laserrepeater_s5,klwe_laserrepeater_s5"
aegs_idris_m,hardpoint_right_turret,5,Turret,manned_turret,aegs_idris_scitem_turret_upper_front_right,2,"5,5","klwe_laserrepeater_s5,klwe_laserrepeater_s5"
aegs_idris_m,hardpoint_right_lower_turret,5,Turret,manned_turret,aegs_idris_scitem_turret_lower_short_right,2,"5,5","klwe_laserrepeater_s5,klwe_laserrepeater_s5"
aegs_idris_m,hardpoint_left_lower_turret,5,Turret,manned_turret,aegs_idris_scitem_turret_lower_short_left,2,"5,5","klwe_laserrepeater_s5,klwe_laserrepeater_s5"
aegs_idris_m,hardpoint_rear_upper_turret_left,5,Turret,manned_turret,aegs_idris_scitem_turret_upper_rear_left,2,"5,5","klwe_laserrepeater_s5,klwe_laserrepeater_s5"
aegs_idris_m,hardpoint_rear_upper_turret_right,5,Turret,manned_turret,aegs_idris_scitem_turret_upper_rear_right,2,"5,5","klwe_laserrepeater_s5,klwe_laserrepeater_s5"
aegs_idris_m,hardpoint_front_left_turret,5,Turret,manned_turret,aegs_idris_scitem_ai_turret_top_left,2,"4,4","apar_ballisticgatling_s4,apar_ballisticgatling_s4"
aegs_idris_m,hardpoint_front_right_turret,5,Turret,manned_turret,aegs_idris_scitem_ai_turret_top_right,2,"4,4","apar_ballisticgatling_s4,apar_ballisticgatling_s4"
aegs_idris_m,hardpoint_rear_tail_turret_right,5,Turret,manned_turret,aegs_idris_scitem_ai_turret_bottom_right,2,"4,4","apar_ballisticgatling_s4,apar_ballisticgatling_s4"
aegs_idris_m,hardpoint_rear_tail_turret_left,5,Turret,manned_turret,aegs_idris_scitem_ai_turret_bottom_left,2,"4,4","apar_ballisticgatling_s4,apar_ballisticgatling_s4"
aegs_idris_m,hardpoint_missile_launcher,8,Fixed,missile,mrck_s08_aegs_idris,1,8,
aegs_idris_m,hardpoint_nose_railgun,10,Fixed,pilot,klwe_massdriver_s10,1,10,
aegs_idris_m,hardpoint_camera_turret_upper,4,Turret,remote_turret,aegs_idris_remote_camera_turret_upper,1,4,
aegs_idris_m,hardpoint_camera_turret_lower,4,Turret,remote_turret,aegs_idris_remote_camera_turret_lower,1,4,
aegs_idris_m,hardpoint_pdc_01,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
aegs_idris_m,hardpoint_pdc_02,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
aegs_idris_m,hardpoint_pdc_03,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
aegs_idris_m,hardpoint_pdc_04,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
aegs_idris_m,hardpoint_pdc_05,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
aegs_idris_m,hardpoint_pdc_06,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
aegs_idris_m,hardpoint_pdc_07,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
aegs_idris_m,hardpoint_pdc_08,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
aegs_idris_m,hardpoint_pdc_09,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
aegs_idris_m,hardpoint_pdc_10,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
aegs_idris_m,hardpoint_pdc_11,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
aegs_idris_m_pu,hardpoint_front_turret,7,Turret,manned_turret,aegs_idris_scitem_turret_large,2,"7,7","behr_lasercannon_s7,behr_lasercannon_s7"
aegs_idris_m_pu,hardpoint_left_turret,5,Turret,manned_turret,aegs_idris_scitem_turret_upper_front_left,2,"5,5","klwe_laserrepeater_s5,klwe_laserrepeater_s5"
aegs_idris_m_pu,hardpoint_right_turret,5,Turret,manned_turret,aegs_idris_scitem_turret_upper_front_right,2,"5,5","klwe_laserrepeater_s5,klwe_laserrepeater_s5"
aegs_idris_m_pu,hardpoint_right_lower_turret,5,Turret,manned_turret,aegs_idris_scitem_turret_lower_short_right,2,"5,5","klwe_laserrepeater_s5,klwe_laserrepeater_s5"
aegs_idris_m_pu,hardpoint_left_lower_turret,5,Turret,manned_turret,aegs_idris_scitem_turret_lower_short_left,2,"5,5","klwe_laserrepeater_s5,klwe_laserrepeater_s5"
aegs_idris_m_pu,hardpoint_rear_upper_turret_left,5,Turret,manned_turret,aegs_idris_scitem_turret_upper_rear_left,2,"5,5","klwe_laserrepeater_s5,klwe_laserrepeater_s5"
aegs_idris_m_pu,hardpoint_rear_upper_turret_right,5,Turret,manned_turret,aegs_idris_scitem_turret_upper_rear_right,2,"5,5","klwe_laserrepeater_s5,klwe_laserrepeater_s5"
aegs_idris_m_pu,hardpoint_front_left_turret,5,Turret,manned_turret,aegs_idris_scitem_ai_turret_top_left,2,"4,4","apar_ballisticgatling_s4,apar_ballisticgatling_s4"
aegs_idris_m_pu,hardpoint_front_right_turret,5,Turret,manned_turret,aegs_idris_scitem_ai_turret_top_right,2,"4,4","apar_ballisticgatling_s4,apar_ballisticgatling_s4"
aegs_idris_m_pu,hardpoint_rear_tail_turret_right,5,Turret,manned_turret,aegs_idris_scitem_ai_turret_bottom_right,2,"4,4","apar_ballisticgatling_s4,apar_ballisticgatling_s4"
aegs_idris_m_pu,hardpoint_rear_tail_turret_left,5,Turret,manned_turret,aegs_idris_scitem_ai_turret_bottom_left,2,"4,4","apar_ballisticgatling_s4,apar_ballisticgatling_s4"
aegs_idris_m_pu,hardpoint_missile_launcher,8,Fixed,missile,mrck_s08_aegs_idris,1,8,
aegs_idris_m_pu,hardpoint_nose_railgun,10,Fixed,pilot,klwe_massdriver_s10,1,10,
aegs_idris_m_pu,hardpoint_camera_turret_upper,4,Turret,remote_turret,aegs_idris_remote_camera_turret_upper,1,4,
aegs_idris_m_pu,hardpoint_camera_turret_lower,4,Turret,remote_turret,aegs_idris_remote_camera_turret_lower,1,4,
aegs_idris_m_pu,hardpoint_pdc_01,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
aegs_idris_m_pu,hardpoint_pdc_02,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
aegs_idris_m_pu,hardpoint_pdc_03,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
aegs_idris_m_pu,hardpoint_pdc_04,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
aegs_idris_m_pu,hardpoint_pdc_05,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
aegs_idris_m_pu,hardpoint_pdc_06,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
aegs_idris_m_pu,hardpoint_pdc_07,2,Turret,pdc,turret_pdc_behr_a,1,1,behr_laserrepeater_pdc_s1
